name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Dragon Quest Builders: Revive Alefgard,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.12,0.0,0.12,,,,,,
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.09,0.02,0.0,0.01,0.12,39.0,18.0,2.1,132.0,Robomodo,T
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45.0,31.0,6.5,81.0,"Prope, Kadokawa",E10+
Yakuza Kiwami,PS3,2016,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,,,,,,
NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.09,0.02,0.0,0.01,0.12,,,3.4,11.0,2K Games,E
Skylanders: SuperChargers,3DS,2015,Action,Activision,0.05,0.06,0.0,0.01,0.12,,,tbd,,Vicarious Visions,E10+
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,
Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0.0,0.01,0.02,0.12,,,,,,
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,Omega Force,T
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12,,,,,,
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.09,0.0,0.01,0.12,75.0,51.0,7,351.0,Haemimont,T
Jikkyou Powerful Pro Baseball 2016,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,
FIFA 17,PC,2016,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12,84.0,12.0,4.2,160.0,"EA Sports, EA Vancouver",E
Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.07,0.02,0.0,0.02,0.12,,,0.2,5.0,EA Sports,E
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70.0,19.0,8.2,27.0,Koei Tecmo Games,M
Rugby 15,PS4,2015,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,19.0,5.0,3.4,65.0,HB Studios Multimedia,E
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
Disney Art Academy,3DS,2016,Action,Nintendo,0.02,0.01,0.08,0.0,0.11,72.0,16.0,6.8,5.0,Headstrong Games,E
Persona 5,PS3,2016,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,,,,,Atlus,
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71.0,20.0,6.8,44.0,Tamsoft,T
Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,226.0,Koei Tecmo Games,M
Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,tbd,,Omega Force,T
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.04,0.01,0.02,0.11,,,,,,
MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.02,0.11,,,tbd,,Milestone S.r.l,E
Toukiden 2,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0.0,0.01,0.11,,,,,,
LEGO Ninjago: Shadow of Ronin,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02,0.11,70.0,5.0,tbd,,TT Fusion,E10+
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,45.0,8.5,289.0,Media Vision,T
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,,,,,,
Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.0,0.03,0.07,0.01,0.11,72.0,7.0,8.5,11.0,Marvelous Inc.,M
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,5.0,8.6,18.0,Omega Force,T
Yomawari,PSV,2015,Adventure,Nippon Ichi Software,0.02,0.02,0.06,0.01,0.11,,,,,,
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.08,0.0,0.02,0.02,0.11,,,,,,
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,77.0,6.0,8.2,43.0,"Rocksteady Studios, Virtuos",T
Picross 3D 2,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,,,,,,
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,42.0,7.9,76.0,Guerilla Cambridge,T
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,17.0,5.6,62.0,EA Sports,E
Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.11,62.0,10.0,7.2,40.0,Rebellion,
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.11,69.0,35.0,8,79.0,Shift,T
NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,7.0,4.6,20.0,Eutechnyx,E
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,14.0,6.2,144.0,Konami,E
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,6.0,7,25.0,SCEA San Diego Studios,E
Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
WWE 2K17,X360,2016,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.11,,,tbd,,Yuke's,T
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,0.11,66.0,7.0,7.5,54.0,Artdink,T
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,7.0,6.5,10.0,Vicious Cycle,E10+
Skylanders Imaginators,PS3,2016,Platform,Activision,0.02,0.07,0.0,0.02,0.11,,,tbd,,Toys for Bob,E10+
Fate/Extella: The Umbral Star,PS4,2016,Action,PQube,0.0,0.0,0.11,0.0,0.11,,,,,Marvelous Inc.,T
Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,13.0,3.4,46.0,"Deep Silver, Keen Games",M
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,81.0,65.0,7.3,1170.0,InXile Entertainment,M
Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,0.0,0.0,0.1,0.0,0.1,,,,,,
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.03,0.02,0.05,0.01,0.1,,,,,,
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1,54.0,9.0,5.3,17.0,Milestone S.r.l,E
How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.06,0.0,0.02,0.1,,,tbd,,Torus Games,E10+
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1,77.0,10.0,5.7,30.0,Maxis,T
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.0,0.03,0.07,0.01,0.1,65.0,12.0,7.8,63.0,Frima Studio,M
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,75.0,22.0,7.5,106.0,Capcom,M
Thief (2014),PC,2014,Action,Square Enix,0.0,0.09,0.0,0.01,0.1,,,,,,
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0.0,0.0,0.1,0.0,0.1,,,,,,
Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.03,0.0,0.01,0.1,,,7.2,57.0,Airtight Games,M
NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.03,0.06,0.0,0.01,0.1,,,5.7,65.0,2K Sports,E10+
Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0.0,0.0,0.1,0.0,0.1,,,,,,
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71.0,28.0,5.9,94.0,Other Ocean Interactive,T
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0.0,0.02,0.1,73.0,26.0,6.3,37.0,CCP,T
The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.05,0.0,0.01,0.1,,,,,,
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0,Ivory Tower,T
The Walking Dead: Season Two,PSV,2014,Adventure,Telltale Games,0.07,0.0,0.01,0.02,0.1,,,,,,
Code:Realize - Sousei no Himegimi,PSV,2014,Adventure,Idea Factory,0.05,0.0,0.03,0.02,0.1,,,,,,
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,31.0,6,79.0,Kadokawa,M
Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.05,0.0,0.01,0.1,,,7,34.0,Konami,E
F1 2014,PC,2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61.0,20.0,4.8,65.0,Codemasters Birmingham,E
The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88.0,24.0,8.3,280.0,Yacht Club Games,E
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,0.02,0.01,0.06,0.01,0.1,,,,,,
Digimon World: Next Order,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,B.B.Studio,
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.0,0.06,0.01,0.1,66.0,25.0,7.3,24.0,Experience Inc.,M
Gundam Breaker 3,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014,Role-Playing,Atlus,0.07,0.02,0.0,0.01,0.1,,,,,,
Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,71.0,29.0,6.5,15.0,Omega Force,T
Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Lego Star Wars: The Force Awakens,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.06,0.01,0.02,0.1,,,7.1,13.0,TT Games,E10+
Skylanders Imaginators,XOne,2016,Platform,Activision,0.05,0.04,0.0,0.01,0.1,78.0,14.0,6,8.0,Toys for Bob,E10+
The Voice,WiiU,2014,Action,Activision,0.08,0.0,0.0,0.01,0.1,,,,,,
One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0.0,0.02,0.07,0.0,0.1,62.0,4.0,7.8,10.0,Spike Chunsoft,T
Just Dance 2017,WiiU,2016,Misc,Ubisoft,0.03,0.06,0.0,0.01,0.09,,,tbd,,Ubisoft Paris,E10+
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.03,0.0,0.02,0.09,59.0,11.0,6.3,4.0,Vicious Cycle,E10+
Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,0.01,0.08,0.0,0.01,0.09,,,,,,
Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,,,
Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,,,
Ys VIII: Lacrimosa of Dana,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.09,0.0,0.09,,,,,,
Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0.0,0.08,0.0,0.09,,,,,,
Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.03,0.05,0.0,0.02,0.09,,,,,,
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,0.02,0.01,0.05,0.01,0.09,,,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.05,0.02,0.0,0.02,0.09,44.0,49.0,5.5,163.0,PlatinumGames,T
Minecraft: Story Mode,PC,2015,Adventure,Mojang,0.02,0.06,0.0,0.01,0.09,,,,,,
Steins;Gate 0,PSV,2015,Adventure,PQube,0.0,0.03,0.05,0.01,0.09,86.0,7.0,9.3,20.0,5pb,M
Football Manager 2017,PC,2016,Simulation,Sega,0.0,0.09,0.0,0.01,0.09,81.0,41.0,4.3,57.0,Sports Interactive,E
MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0.0,0.01,0.09,,,,,,
Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe,0.0,0.08,0.0,0.01,0.09,,,,,,
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,0.09,49.0,12.0,5.8,32.0,Prope,E10+
Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,0.05,0.03,0.0,0.01,0.09,,,,,,
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0.0,0.02,0.09,43.0,46.0,4.5,84.0,"Spark Unlimited, comcept",M
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,70.0,22.0,7.8,239.0,Mercury Steam,M
The Wolf Among Us,PS3,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.02,0.09,,,8.2,48.0,,
Pokemon Rumble World,3DS,2015,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,58.0,16.0,6.4,69.0,"Ambrella, The Pokemon Company",E10+
Rugby 15,PS3,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,,,tbd,,HB Studios Multimedia,E
DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.03,0.05,0.0,0.01,0.09,67.0,34.0,7.4,110.0,Evolution Studios,E
Skylanders Imaginators,X360,2016,Platform,Activision,0.04,0.05,0.0,0.01,0.09,,,tbd,,Toys for Bob,E10+
SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0.0,0.0,0.01,0.09,,,3.4,20.0,Activision,E
Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09,69.0,43.0,6.6,23.0,Omega Force,T
Pro Yaky? Spirits 2014,PSP,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
Fate/Extella: The Umbral Star,PSV,2016,Action,PQube,0.0,0.0,0.09,0.0,0.09,,,,,Marvelous Inc.,T
Might & Magic Heroes VII,PC,2015,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09,,,,,,
Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.09,76.0,30.0,7.6,338.0,MachineGames,M
GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.05,0.0,0.01,0.09,75.0,15.0,6,56.0,Codemasters,E
Adventure Time: Finn & Jake Investigations,PS3,2015,Action,Little Orbit,0.02,0.05,0.0,0.01,0.09,,,,,,
Sengoku Basara 4: Sumeragi,PS3,2015,Action,Capcom,0.0,0.0,0.09,0.0,0.09,,,,,,
Terraria,3DS,2016,Action,505 Games,0.0,0.04,0.05,0.0,0.09,71.0,6.0,7.1,21.0,Re-Logic,T
WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,0.02,0.05,0.0,0.01,0.09,,,,,,
Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0.0,0.08,0.0,0.0,0.09,65.0,49.0,5.7,822.0,Piranha Bytes,M
Dead or Alive 5,XOne,2015,Fighting,Tecmo Koei,0.05,0.03,0.01,0.01,0.09,,,,,,
Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0.0,0.0,0.09,0.0,0.09,,,tbd,,Koei Tecmo Games,T
Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.03,0.05,0.0,0.01,0.09,,,,,,
Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,20.0,4.0,3.1,30.0,HB Studios Multimedia,E
The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.09,,,,,,
Kuroko's Basketball: Ties to Future,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,,,
Just Dance Wii U,WiiU,2014,Misc,Nintendo,0.0,0.0,0.09,0.0,0.09,,,,,,
Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.09,,,6.1,12.0,Climax Studios,T
Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0.0,0.07,0.0,0.01,0.09,74.0,40.0,6.7,128.0,Nixxes Software,T
SD Gundam G Generation Genesis,PSV,2016,Strategy,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09,,,,,,
Adventure Time: Finn & Jake Investigations,3DS,2015,Action,Little Orbit,0.03,0.05,0.0,0.01,0.08,,,,,,
Toukiden 2,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,Koei Tecmo Games,
SD Gundam G Generation Genesis,PS4,2016,Strategy,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
BlazBlue Central Fiction,PS4,2016,Fighting,PQube,0.04,0.0,0.03,0.01,0.08,85.0,21.0,7.6,39.0,Arc System Works,T
The Seven Deadly Sins: Unjust Sin,3DS,2015,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.03,0.05,0.0,0.01,0.08,47.0,4.0,4.9,7.0,Torus Games,E10+
The Voice,X360,2014,Action,Activision,0.07,0.0,0.0,0.01,0.08,,,,,,
The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,66.0,11.0,6.3,67.0,HB Studios Multimedia,E
God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,70.0,18.0,7.8,44.0,"Shift, Bandai Namco Games",T
MotoGP 14 ,X360,2014,Racing,Milestone S.r.l.,0.04,0.03,0.0,0.01,0.08,,,tbd,,Milestone S.r.l,E
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,90.0,18.0,7.6,312.0,Yacht Club Games,E
Transformers: Devastation,PS3,2015,Action,Activision,0.03,0.04,0.0,0.01,0.08,,,7.1,17.0,PlatinumGames,T
Battleborn,PC,2016,Shooter,Take-Two Interactive,0.04,0.04,0.0,0.01,0.08,69.0,34.0,6.9,400.0,Gearbox Software,T
Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.03,0.0,0.05,0.01,0.08,,,,,,
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.07,0.0,0.0,0.02,0.08,77.0,22.0,6.1,55.0,Digital Eclipse,E
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0,WayForward,E10+
Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.05,0.0,0.01,0.08,36.0,8.0,3.7,77.0,Piranha Bytes,M
Transformers: Devastation,X360,2015,Action,Activision,0.06,0.01,0.0,0.01,0.08,,,8.4,25.0,PlatinumGames,T
Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0.04,0.0,0.01,0.08,85.0,27.0,8,488.0,Respawn Entertainment,M
Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0.0,0.01,0.08,85.0,15.0,7.4,35.0,Arc System Works,T
Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,Broccoli,0.0,0.0,0.08,0.0,0.08,,,,,,
Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,,,,,,
Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,,,,,,
Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.04,0.0,0.01,0.08,60.0,6.0,tbd,,Vicious Cycle,E10+
UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.04,0.03,0.01,0.08,,,,,,
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72.0,28.0,8.3,35.0,FuRyu,T
Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0.0,0.0,0.01,0.08,60.0,19.0,6.7,94.0,Capcom,M
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0,Ubisoft,M
Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0.0,0.0,0.01,0.08,69.0,41.0,7.3,30.0,Insomniac Games,E
Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08,,,,,,
Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0.0,0.01,0.08,,,,,,
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0.0,0.01,0.08,74.0,13.0,7.6,24.0,Ubisoft Montreal,M
Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08,,,tbd,,Ubisoft,E
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,91.0,13.0,7.7,1963.0,Kojima Productions,M
Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.03,0.05,0.0,0.01,0.08,,,,,,
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.08,75.0,19.0,8,50.0,"Milestone, Milestone S.r.l",E
Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,63.0,13.0,6.1,10.0,Omega Force,T
Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,
Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08,,,,,,
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.08,,,8.5,82.0,Telltale Games,M
Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.02,0.0,0.05,0.01,0.08,,,,,,
Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.05,0.0,0.02,0.01,0.08,81.0,18.0,8.5,72.0,"Spike Chunsoft, Chime",M
Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,,,,,,
Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Yoru no Nai Kuni,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0.0,0.05,0.02,0.01,0.07,64.0,10.0,7.1,12.0,Gaming Minds Studios,T
Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.07,71.0,18.0,7.3,27.0,FuRyu,T
Kenka Banchou 6: Soul & Blood,3DS,2015,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07,,,,,,
Medabots 8,3DS,2014,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,,,
Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.03,0.0,0.01,0.07,,,,,,
Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0.0,0.01,0.07,40.0,25.0,3.5,51.0,Fatshark AB,M
Hero Bank,3DS,2014,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07,,,,,,
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,62.0,19.0,7.7,61.0,Krome Studios,
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,71.0,21.0,6.2,34.0,Compile Heart,T
Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.0,0.07,0.0,0.0,0.07,89.0,56.0,8.6,1848.0,From Software,M
Hyperdimension Neptunia Re;Birth 3,PSV,2014,Action,Idea Factory International,0.04,0.02,0.0,0.02,0.07,,,,,,
Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,tbd,,Ubisoft,E
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.03,0.0,0.03,0.01,0.07,78.0,33.0,8.1,63.0,Spike Chunsoft,T
Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0.0,0.01,0.07,32.0,12.0,3.8,74.0,Fatshark AB,M
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,
Child of Light,PSV,2014,Role-Playing,Ubisoft,0.0,0.04,0.02,0.01,0.07,83.0,14.0,7.8,108.0,Ubisoft Montreal,E10+
